monthly_income,income_stability_months,debt_ratio,savings_months_cover,language_level,housing_stability_months,local_references,employment_type_encoded,ngo_validation_encoded,volatility_of_income,income_growth_trend,asset_index,punctualidad_reportada,consistencia_declarativa,digital_interaction_score,zone_risk_index,vulnerability_score,target_default_flag,target_repayment_behavior
1976.8073,17,0.0539,0.9626,2,16,2,2,0,0.3907,0.0285,0.7934,0.4793,0.746,0.8161,0.2434,0.6014,0,0.7248
3693.8659,9,0.1162,0.7511,2,31,2,0,1,0.3789,-0.0616,0.8485,0.5663,0.9325,0.6188,0.7225,0.6099,0,0.7497
865.1768,22,0.2084,4.8829,2,51,4,1,0,0.528,0.028,0.5178,0.9115,0.8032,0.6198,0.4464,0.1261,0,0.91
1348.8885,12,0.254,0.0974,3,31,2,0,0,0.4202,-0.0843,0.3246,0.9422,0.8385,0.6542,0.4311,0.8296,1,0.5278
2131.4406,16,0.1723,1.3063,2,23,0,0,0,0.0944,0.0963,0.3647,0.6498,0.7967,0.2223,0.2337,0.5856,0,0.8351
3382.6724,12,0.0658,1.2273,4,25,5,0,1,0.5009,0.0167,0.3978,0.7457,0.6601,0.3074,0.2735,0.3971,0,0.8954
1445.0334,13,0.2183,0.3158,4,2,2,2,0,0.2507,0.0113,0.4997,0.637,0.7527,0.3608,0.3415,0.4273,0,0.753
1279.0525,6,0.2751,1.0049,2,27,1,1,1,0.3145,-0.0822,0.5177,0.8322,0.9529,0.5525,0.6226,0.144,0,0.9284
675.5576,21,0.4498,2.5646,1,21,2,0,1,0.5579,0.0506,0.2812,0.7713,0.6594,0.3086,0.7551,0.9155,1,0.5141
1904.013,24,0.3371,0.9142,3,25,1,2,0,0.3322,0.0623,0.2177,0.6379,0.7062,0.7306,0.5442,0.1426,1,0.7771
5019.2611,4,0.2644,0.7411,5,8,0,0,1,0.6488,-0.0114,0.6251,0.4032,0.7217,0.094,0.5589,0.5927,0,0.7595
2076.9988,10,0.3227,3.0456,0,49,0,2,1,0.7847,-0.0218,0.572,0.8427,0.7508,0.5552,0.4853,0.4012,0,0.8228
1788.0135,17,0.3915,8.9686,0,8,2,1,0,0.4351,-0.0188,0.4081,0.5934,0.7822,0.4789,0.2936,0.9101,0,0.6377
2123.9677,47,0.3314,3.0224,2,11,0,1,0,0.2656,0.0864,0.1101,0.5643,0.7805,0.1885,0.4065,0.5153,0,0.8285
1798.0428,6,0.4774,3.7461,3,31,2,0,1,0.4042,-0.0049,0.2697,0.926,0.9246,0.6661,0.755,0.4171,0,0.9311
1204.1062,12,0.1031,5.6102,5,16,3,1,0,0.6597,0.0083,0.3895,0.9202,0.7993,0.0527,0.439,0.0818,0,0.9464
2728.862,11,0.0997,3.2367,4,17,0,2,0,0.6161,0.0475,0.3529,0.7191,0.7201,0.4796,0.3635,0.2194,1,0.8814
2024.1007,20,0.5508,7.8598,3,16,3,0,1,0.3844,-0.1219,0.4002,0.9449,0.7414,0.4934,0.2903,0.5593,0,0.9842
1824.0355,6,0.3032,2.751,3,14,5,0,0,0.6997,-0.0041,0.8647,0.8636,0.9409,0.3134,0.4864,0.361,1,0.6824
1110.2239,9,0.3896,2.1666,2,33,3,2,0,0.7049,-0.0141,0.9019,0.5476,0.9335,0.597,0.7345,0.7297,1,0.3697
3469.459,60,0.1871,2.3641,3,60,1,0,1,0.2974,0.0076,0.3229,0.4917,0.7331,0.7845,0.7004,0.9254,0,1.0
2520.8499,2,0.1332,4.6068,2,21,1,0,0,0.2738,0.0403,0.632,0.5775,0.3687,0.2684,0.3739,0.3693,1,0.778
1371.3344,15,0.4584,2.2978,2,20,1,0,0,0.3911,0.0487,0.7371,0.5671,0.4779,0.7567,0.5308,0.2687,0,0.4623
2983.6791,16,0.0889,2.8643,2,12,1,0,0,0.5089,-0.0118,0.921,0.7543,0.8531,0.3003,0.4544,0.5383,0,0.7679
1409.8161,11,0.5678,0.4867,3,26,2,1,0,0.1648,-0.0072,0.2029,0.6455,0.8708,0.5105,0.3161,0.4357,0,0.6906
1222.9219,34,0.1693,4.8757,4,19,2,0,1,0.3845,0.0012,0.2687,0.815,0.9013,0.4767,0.77,0.7567,0,0.9605
1236.634,19,0.1194,1.1856,3,37,1,0,1,0.3827,0.0379,0.368,0.8659,0.7795,0.195,0.5378,0.2835,0,0.9636
745.8062,50,0.3987,0.3512,1,9,0,2,1,0.2039,0.0574,0.8098,0.7109,0.7061,0.4899,0.4331,0.0928,0,0.9274
2288.7731,2,0.6052,3.2167,0,18,2,2,1,0.7853,-0.0703,0.3138,0.8678,0.8012,0.3768,0.2958,0.8001,0,0.2703
723.7366,22,0.1409,0.8813,2,32,2,0,1,0.782,0.0188,0.6863,0.913,0.9114,0.2957,0.7971,0.1756,0,0.9959
978.2625,20,0.0934,0.407,2,30,1,0,1,0.2081,-0.01,0.2542,0.88,0.8489,0.4054,0.3714,0.3229,0,0.9759
640.4724,24,0.2202,0.5921,2,21,2,2,1,0.3354,0.1024,0.4021,0.7074,0.8317,0.851,0.6307,0.7159,0,0.9114
1731.8841,32,0.3272,0.0711,1,14,2,2,0,0.1901,-0.0551,0.3747,0.7513,0.6997,0.5148,0.7754,0.7886,0,0.4273
1677.1308,41,0.2442,0.19,3,14,3,2,0,0.4706,-0.058,0.3103,0.5697,0.6719,0.6405,0.3389,0.088,0,0.8021
1535.5623,56,0.4617,1.796,3,30,1,2,0,0.2927,-0.0297,0.6894,0.8825,0.9051,0.1832,0.3338,0.0708,0,0.9364
1073.5339,5,0.2718,4.0231,2,37,0,1,0,0.6798,0.0297,0.5794,0.8232,0.8168,0.1622,0.713,0.7031,0,0.3413
1006.1467,22,0.4952,1.1903,3,39,4,0,1,0.3948,0.0302,0.2289,0.6488,0.8591,0.2511,0.6532,0.5815,0,0.8566
2280.5797,36,0.0542,1.9673,1,18,1,2,1,0.3596,-0.0274,0.3979,0.8745,0.8914,0.6348,0.5046,0.101,0,0.9845
1372.9597,15,0.2632,3.3187,2,15,1,2,0,0.1889,0.0508,0.6564,0.7529,0.6339,0.9088,0.7165,0.6853,0,0.6092
2117.8976,7,0.1165,0.8825,4,25,2,2,0,0.1802,-0.0218,0.487,0.2566,0.7027,0.6006,0.5694,0.5286,0,0.6482
1161.3933,7,0.3775,2.1244,3,19,4,2,1,0.6494,0.0426,0.6978,0.7426,0.8228,0.6262,0.382,0.3699,0,0.9329
1979.365,9,0.2231,0.8629,1,16,2,1,1,0.397,-0.0697,0.8021,0.4189,0.5777,0.9333,0.4975,0.4771,1,0.7222
3469.0603,21,0.3469,2.0584,4,18,1,1,0,0.5817,-0.0482,0.4444,0.5411,0.9657,0.2628,0.4719,0.6019,0,0.6416
2423.7783,9,0.0755,0.4908,3,29,1,0,0,0.1009,-0.0207,0.4365,0.7702,0.708,0.4573,0.3938,0.1882,1,0.9137
1471.1403,16,0.2517,7.6189,3,15,1,0,0,0.5821,-0.003,0.2292,0.822,0.356,0.5633,0.6638,0.5233,0,0.6204
2056.1683,3,0.2687,0.1585,3,15,1,1,1,0.3024,-0.0419,0.7254,0.4782,0.617,0.7298,0.5237,0.4928,0,0.7377
1603.0565,3,0.1813,1.4073,2,19,2,1,1,0.0901,-0.0427,0.569,0.7669,0.7179,0.5756,0.4214,0.9123,0,0.8752
1815.1803,25,0.204,0.6746,3,11,3,2,0,0.0657,0.0226,0.6548,0.8535,0.3846,0.2716,0.7054,0.8482,0,0.6956
1536.3957,0,0.3428,1.8368,3,28,1,1,0,0.523,0.0409,0.7385,0.7552,0.8193,0.4758,0.5284,0.6708,1,0.4849
1665.4196,43,0.4992,1.1183,5,12,0,2,0,0.4597,-0.0388,0.6471,0.6597,0.5021,0.2847,0.2794,0.2943,1,0.6581
2010.3149,21,0.4851,0.7325,1,20,0,0,1,0.2917,-0.0671,0.3614,0.5562,0.6218,0.4651,0.6758,0.3279,0,0.7179
1100.2807,4,0.4672,0.5755,2,23,2,2,1,0.1451,0.0049,0.6354,0.5336,0.3584,0.7252,0.6136,0.3526,0,0.6397
1087.961,20,0.0843,0.403,5,2,3,0,1,0.2755,0.0232,0.3537,0.6684,0.6782,0.1589,0.7901,0.3234,0,0.9294
903.0056,11,0.3697,3.0546,2,17,1,1,1,0.4398,-0.0525,0.9264,0.7494,0.7042,0.3183,0.6283,0.2322,0,0.8114
812.2957,7,0.3882,0.5026,4,28,1,0,1,0.104,0.0837,0.8567,0.6733,0.8458,0.4245,0.5099,0.2674,0,0.8481
983.7371,37,0.1301,2.9703,0,9,2,0,0,0.3315,-0.0439,0.7424,0.736,0.7956,0.524,0.739,0.2446,0,0.7368
1958.1027,24,0.2869,1.3273,0,20,2,0,0,0.7567,-0.0132,0.3938,0.6488,0.8169,0.4272,0.4052,0.6119,0,0.3866
1157.0237,9,0.0452,0.1499,2,17,0,1,0,0.3553,-0.0124,0.2764,0.7205,0.924,0.352,0.669,0.5389,0,0.5071
2337.4298,8,0.6063,0.3617,4,14,3,0,0,0.4722,-0.0407,0.4545,0.8409,0.8503,0.456,0.2335,0.3703,1,0.3467
1839.6983,52,0.235,4.4681,1,13,0,2,1,0.5054,0.0907,0.6839,0.4055,0.5168,0.6505,0.3023,0.6348,0,0.8855
675.6991,22,0.342,1.8467,2,17,4,2,1,0.5998,-0.0467,0.7482,0.773,0.6378,0.5533,0.5435,0.4306,1,0.783
2508.6193,17,0.2993,0.4075,1,40,4,1,0,0.8013,0.0868,0.3788,0.6172,0.9165,0.8042,0.5991,0.5806,1,0.5808
2711.8852,8,0.2593,2.4332,2,26,1,1,0,0.0645,-0.015,0.2431,0.8213,0.8984,0.0719,0.4946,0.4886,0,0.8822
1100.0035,8,0.1762,3.4662,3,20,2,0,0,0.3006,-0.015,0.4001,0.6003,0.8862,0.453,0.6165,0.4329,1,0.6588
2230.7559,60,0.2879,0.8029,2,32,3,1,1,0.45,-0.0324,0.2021,0.7251,0.6259,0.6099,0.7901,0.165,1,0.9546
1178.2091,26,0.0725,1.6265,2,24,1,1,0,0.7293,0.0341,0.3097,0.9386,0.5754,0.2672,0.5834,0.6029,0,0.5236
1898.53,15,0.2578,0.6947,2,34,4,0,0,0.5055,0.0992,0.4249,0.5972,0.7686,0.8263,0.6671,0.8447,1,0.5718
960.7851,4,0.3466,0.1669,3,14,5,1,1,0.5717,-0.0282,0.6169,0.8628,0.8881,0.6365,0.3249,0.6258,0,0.8815
737.6333,10,0.738,1.02,1,18,4,1,1,0.1038,-0.0151,0.5941,0.8933,0.7594,0.4465,0.503,0.3634,0,0.6686
1493.0726,21,0.1444,2.7841,3,43,1,1,0,0.3483,0.0731,0.6341,0.865,0.6975,0.7491,0.7389,0.9441,0,0.6832
1699.5784,36,0.2402,1.2275,2,7,1,2,0,0.5529,-0.0559,0.0455,0.7666,0.7716,0.2451,0.7083,0.4673,1,0.5413
1482.0183,18,0.4934,1.0393,2,31,1,1,0,0.2349,-0.0391,0.5002,0.4434,0.7993,0.4457,0.2918,0.3982,1,0.5725
1000.2295,35,0.2338,0.9114,4,22,1,0,1,0.2832,0.0685,0.6075,0.811,0.677,0.3955,0.7369,0.4552,0,0.9592
1480.3746,18,0.1975,1.2284,5,17,2,0,0,0.1492,0.0211,0.5201,0.7285,0.7274,0.8812,0.5441,0.6859,0,0.7782
2068.6415,33,0.3163,0.7661,2,60,1,2,0,0.7037,-0.0432,0.6879,0.7824,0.8085,0.5814,0.5248,0.3119,1,0.7148
1767.9103,13,0.1258,1.8944,3,9,0,0,1,0.1892,0.0311,0.8139,0.731,0.4102,0.5719,0.5707,0.733,1,0.7585
1980.789,33,0.5135,0.1314,3,5,4,2,0,0.7804,-0.077,0.2582,0.9623,0.9777,0.8316,0.6241,0.3328,1,0.582
1293.2871,11,0.5793,3.2942,4,29,4,1,0,0.1454,0.0543,0.9109,0.7155,0.8489,0.6136,0.2997,0.1146,0,0.9552
3248.2087,27,0.4764,0.3803,4,8,2,2,1,0.361,-0.0984,0.207,0.8594,0.2563,0.3508,0.3664,0.8638,0,0.8644
1004.1667,19,0.1973,2.0072,3,26,2,0,1,0.3529,-0.0511,0.816,0.7833,0.672,0.9006,0.3305,0.3748,0,0.9474
2307.1774,1,0.3669,1.1952,5,22,1,0,1,0.2206,0.0187,0.89,0.8758,0.7466,0.3356,0.3796,0.6166,1,0.9073
3264.7731,8,0.2009,2.97,5,4,1,2,0,0.1434,-0.0631,0.345,0.853,0.8525,0.1994,0.6635,0.2621,0,0.9155
2299.5162,60,0.2885,3.499,3,46,2,0,1,0.5529,0.0005,0.8969,0.7231,0.6413,0.6442,0.6066,0.6649,0,1.0
1633.9209,24,0.2426,0.4568,3,13,2,0,0,0.3195,0.0283,0.4091,0.5172,0.5909,0.2249,0.7658,0.169,0,0.7369
1388.3225,10,0.125,2.2613,3,22,2,0,0,0.5297,-0.0369,0.6052,0.4811,0.8414,0.5405,0.7608,0.1683,0,0.6774
3035.2341,4,0.1467,0.4212,2,60,3,0,0,0.1632,-0.006,0.5438,0.8763,0.8503,0.3669,0.7666,0.0192,0,0.9748
887.5923,17,0.1296,0.2648,3,54,3,0,1,0.5816,0.0419,0.9076,0.7792,0.6675,0.2489,0.7214,0.4572,0,0.8467
1113.1375,23,0.1646,5.327,3,58,4,2,1,0.3312,0.0224,0.2895,0.8012,0.5454,0.3472,0.3504,0.3654,0,1.0
1482.1087,10,0.1451,0.3592,0,25,0,0,1,0.3806,0.0759,0.3341,0.6235,0.5613,0.0662,0.2969,0.3812,0,0.8843
3357.0802,20,0.5504,0.5179,4,28,2,2,1,0.1572,-0.042,0.3018,0.9476,0.4702,0.5131,0.3346,0.5045,0,0.9582
2186.1206,37,0.2725,0.2793,5,12,0,1,0,0.393,-0.0498,0.2593,0.6906,0.5986,0.5674,0.5085,0.7911,0,0.6448
1114.2949,7,0.1445,1.2709,0,14,2,2,0,0.1084,0.0658,0.4805,0.6889,0.8819,0.2902,0.7752,0.536,0,0.5387
1548.1968,10,0.3601,5.0417,4,38,3,2,0,0.2684,0.019,0.4212,0.514,0.4691,0.5561,0.6455,0.5746,0,0.7009
1329.8726,3,0.0752,0.6132,2,40,3,0,0,0.0941,-0.0126,0.8,0.6809,0.6158,0.7847,0.7815,0.4277,0,0.715
1267.8851,38,0.1667,1.5611,3,12,0,1,1,0.3546,-0.0292,0.2829,0.6119,0.7749,0.0904,0.5139,0.6359,1,0.9032
2949.6588,12,0.4779,1.0602,3,15,5,0,0,0.4433,0.0407,0.2425,0.6988,0.8095,0.5542,0.6486,0.7106,0,0.6435
910.6225,49,0.2201,0.819,3,32,1,2,0,0.1874,-0.0193,0.7772,0.5899,0.5427,0.3775,0.7048,0.4601,0,0.8111
4041.5778,1,0.2346,1.698,3,8,2,2,1,0.4691,0.039,0.3403,0.9249,0.8056,0.2286,0.3658,0.221,0,1.0
2735.624,21,0.1611,1.6369,4,30,5,0,0,0.4975,0.0633,0.2914,0.7584,0.6525,0.9415,0.3299,0.109,0,0.9801
3119.5088,25,0.4107,0.8906,3,13,1,1,0,0.5002,0.0052,0.7084,0.8466,0.6658,0.3648,0.2749,0.4026,0,0.6857
1434.4406,24,0.2869,3.8018,2,32,1,1,0,0.5657,-0.0679,0.8644,0.8175,0.867,0.7324,0.2243,0.2916,0,0.7831
1677.4493,30,0.4384,0.1093,3,41,1,1,1,0.7132,0.0284,0.5199,0.7172,0.5696,0.465,0.4914,0.6598,1,0.7481
883.0873,19,0.5259,0.1782,5,15,2,0,1,0.1716,0.0554,0.6796,0.7903,0.6364,0.5605,0.4415,0.5135,0,0.8437
1390.8478,18,0.0682,9.373,1,18,2,0,1,0.456,0.06,0.3669,0.4058,0.9278,0.4739,0.725,0.6571,0,0.91
2314.2187,3,0.1211,2.7541,2,44,1,2,0,0.5261,0.0082,0.9086,0.8983,0.9081,0.5362,0.2085,0.3447,0,0.8889
3456.5682,15,0.3184,3.2586,4,51,2,0,0,0.5593,-0.0858,0.6858,0.7346,0.7063,0.5927,0.2693,0.5982,0,0.7677
1039.4236,19,0.0819,1.8461,3,18,1,0,0,0.2986,-0.0227,0.4727,0.7529,0.7666,0.6548,0.3483,0.9818,1,0.71
1506.0521,9,0.3141,1.089,5,26,2,0,0,0.4329,-0.0248,0.2251,0.493,0.5791,0.3778,0.5644,0.2767,0,0.5678
1676.3103,7,0.328,1.9843,0,13,4,0,1,0.3311,0.0427,0.976,0.5334,0.8426,0.8089,0.6393,0.1228,0,0.8455
899.7396,24,0.1118,0.1943,4,9,1,1,0,0.6976,0.0206,0.3284,0.714,0.8699,0.3036,0.5465,0.2386,1,0.6464
2430.0682,28,0.2956,2.8357,4,13,1,1,0,0.1423,0.045,0.6279,0.8861,0.6874,0.6173,0.2157,0.6788,0,0.9155
1258.9141,8,0.4103,1.5563,4,22,3,1,0,0.7901,-0.034,0.4746,0.9461,0.8166,0.5174,0.6319,0.4848,0,0.4103
1639.7594,13,0.1871,6.2807,3,18,0,2,0,0.4796,0.0106,0.3667,0.6816,0.8256,0.3118,0.5938,0.6975,0,0.6186
1442.3447,21,0.1839,2.0293,1,9,1,2,0,0.4339,-0.1147,0.5875,0.8473,0.8285,0.3055,0.3387,0.4497,0,0.6827
1218.445,9,0.0202,0.329,3,3,2,0,0,0.5422,-0.0205,0.7518,0.9655,0.4545,0.7293,0.2982,0.4712,1,0.6691
1801.6848,16,0.3381,1.2985,2,10,2,0,1,0.2073,-0.0742,0.4762,0.8696,0.5948,0.4003,0.4073,0.6846,0,0.8431
1623.2656,19,0.0539,0.1191,3,32,1,0,0,0.1595,0.0869,0.2322,0.6758,0.8819,0.638,0.2117,0.4613,0,0.9296
1501.2766,55,0.4098,2.7364,3,34,1,2,0,0.4646,0.0234,0.7339,0.6745,0.5095,0.2847,0.3138,0.8674,1,0.7246
1256.1028,13,0.1528,1.3936,3,38,4,1,0,0.2607,0.0213,0.6948,0.6812,0.8109,0.0534,0.3408,0.6022,0,0.8282
2121.2532,2,0.3596,0.923,2,25,1,0,1,0.1104,-0.0612,0.4427,0.7592,0.835,0.7412,0.4722,0.7588,0,0.7968
4133.2059,3,0.2572,6.9187,3,59,4,0,1,0.3976,-0.0065,0.7384,0.8716,0.8682,0.4937,0.3362,0.5334,0,0.9793
1939.0309,9,0.2994,5.6469,1,18,1,2,0,0.286,0.033,0.1159,0.8075,0.8587,0.6111,0.7862,0.375,0,0.7034
2975.1779,12,0.1466,6.1081,0,20,2,0,0,0.6563,-0.0436,0.6396,0.901,0.8274,0.0778,0.6404,0.4456,1,0.6708
902.2476,36,0.1903,0.4994,2,20,1,0,1,0.333,-0.0228,0.8687,0.5386,0.9473,0.7894,0.2062,0.41,0,0.962
1956.4379,14,0.0944,2.6081,4,14,0,1,0,0.2998,0.0553,0.2688,0.7009,0.8684,0.4614,0.3638,0.5346,1,0.855
1044.5233,24,0.0369,5.8148,4,25,3,2,0,0.1655,-0.0536,0.8182,0.6604,0.8019,0.0298,0.7564,0.7986,0,0.9076
863.9696,42,0.252,1.692,3,6,1,1,0,0.0619,-0.0216,0.4296,0.675,0.8182,0.2132,0.2197,0.3459,0,0.9234
1249.2695,27,0.3708,0.482,4,30,3,2,1,0.2888,-0.0409,0.7461,0.9104,0.9226,0.4487,0.5886,0.0569,0,0.9427
3281.1514,12,0.2497,3.4054,1,35,1,1,0,0.3341,0.0169,0.6926,0.6081,0.9369,0.6718,0.5879,0.3419,0,0.7767
2907.3809,15,0.2907,4.2392,5,36,3,1,0,0.384,0.0388,0.4546,0.8994,0.6504,0.5526,0.6494,0.3769,0,0.8648
2041.6271,16,0.2753,2.4296,5,11,0,1,1,0.6449,0.0803,0.7581,0.7555,0.7156,0.5471,0.5424,0.5366,1,0.8168
840.2082,44,0.1014,0.695,3,13,3,2,0,0.2661,0.0198,0.2656,0.7317,0.6551,0.7921,0.6787,0.5846,1,0.8282
1639.0297,33,0.3502,0.4232,1,26,1,0,0,0.0992,0.0624,0.6722,0.8131,0.9484,0.9795,0.6779,0.6092,0,0.709
2102.4319,32,0.5233,1.9578,3,16,3,2,1,0.3722,0.0183,0.2095,0.6209,0.8486,0.2076,0.2083,0.3619,0,0.9536
1973.9031,23,0.1442,1.3187,2,35,3,1,0,0.6987,-0.0683,0.3793,0.8092,0.5409,0.3352,0.6521,0.4535,1,0.5165
719.1739,19,0.1266,2.21,3,20,2,2,1,0.3249,0.002,0.337,0.8483,0.8284,0.8062,0.5935,0.574,0,0.9628
1158.4534,14,0.4182,0.2369,2,15,0,1,1,0.6388,0.0028,0.6172,0.4304,0.6384,0.6706,0.6806,0.5642,0,0.3506
1751.0329,5,0.0675,0.2922,3,17,1,1,1,0.5565,0.0533,0.4809,0.7975,0.8431,0.4671,0.5254,0.6149,0,0.9132
2364.0829,27,0.4398,0.9016,2,27,4,0,0,0.1078,-0.0047,0.4692,0.8174,0.7874,0.7099,0.4459,0.5099,0,0.8039
603.0114,10,0.1457,0.5989,2,11,5,2,0,0.4442,-0.0186,0.1061,0.8487,0.9332,0.5737,0.2952,0.886,1,0.6581
1667.262,30,0.2597,1.9317,2,60,2,2,0,0.1966,-0.0426,0.228,0.7496,0.6001,0.3752,0.6293,0.9657,1,0.6753
1942.0985,2,0.1705,0.9163,0,35,3,1,0,0.343,-0.0131,0.8846,0.9444,0.8836,0.2361,0.7503,0.1931,0,0.6853
2765.0279,6,0.4496,2.3038,3,15,2,0,0,0.4456,-0.0045,0.0915,0.8321,0.6077,0.6672,0.2616,0.7363,1,0.4727
2556.5879,33,0.2562,2.9289,2,14,3,1,0,0.1703,0.0298,0.5301,0.5663,0.9113,0.3205,0.4282,0.1137,0,0.9052
2419.4261,44,0.2527,0.4145,3,12,1,0,0,0.1146,-0.0408,0.6978,0.6955,0.6894,0.6727,0.7644,0.6561,0,0.7859
1212.0031,30,0.5863,5.0471,3,20,4,0,0,0.6587,0.117,0.2845,0.4828,0.9073,0.1599,0.6077,0.6881,0,0.5979
696.452,7,0.3492,3.0944,1,10,2,0,1,0.7184,-0.0452,0.4693,0.9292,0.9087,0.1828,0.5826,0.1198,0,0.8442
1485.4509,35,0.1962,1.9712,2,20,2,1,1,0.4551,-0.0639,0.5163,0.8444,0.4904,0.5184,0.7401,0.6429,0,0.8703
2983.3912,8,0.2269,4.7922,3,18,0,2,0,0.1782,0.0255,0.3728,0.375,0.7799,0.6924,0.5261,0.6427,0,0.6996
3629.0539,35,0.3781,0.6181,5,8,1,0,1,0.1556,-0.0639,0.3201,0.8547,0.9101,0.7053,0.4896,0.2536,0,0.9332
2579.3032,6,0.1363,1.0954,2,16,2,2,0,0.844,0.0013,0.7916,0.8596,0.8828,0.1076,0.7962,0.1101,0,0.5603
2240.9842,11,0.1549,0.1794,3,13,1,1,0,0.6375,-0.0346,0.4005,0.7731,0.6253,0.9665,0.5434,0.2149,0,0.5907
2185.9807,0,0.1619,1.2183,4,22,1,2,0,0.4186,0.0326,0.6685,0.8303,0.6167,0.5438,0.7444,0.6815,0,0.5268
1369.1435,6,0.256,1.4121,4,8,1,0,1,0.0788,0.0077,0.7124,0.8398,0.4565,0.4764,0.6602,0.6817,0,0.9072
1694.2066,27,0.1792,1.9146,5,7,0,1,1,0.2755,0.0571,0.9441,0.7932,0.6504,0.8867,0.5326,0.463,0,0.9855
4165.2633,58,0.1001,0.1324,3,16,4,1,0,0.426,0.0212,0.867,0.8463,0.7382,0.8747,0.5158,0.2331,1,0.9779
1128.5862,36,0.0744,0.066,2,21,0,1,0,0.3627,0.0024,0.1886,0.678,0.4471,0.5379,0.5712,0.5183,1,0.6136
4053.7165,29,0.5365,1.0891,4,18,3,2,1,0.2494,0.0102,0.5375,0.6762,0.5664,0.738,0.6627,0.3416,0,0.9254
1539.1505,3,0.2954,0.4193,1,15,2,2,0,0.5378,-0.0484,0.6164,0.5756,0.6438,0.9083,0.4885,0.4331,1,0.374
3507.7008,11,0.536,2.8442,2,23,1,2,0,0.2397,-0.035,0.0734,0.9082,0.9268,0.7641,0.6336,0.2505,0,0.6955
894.7931,49,0.3664,2.2097,3,10,3,0,0,0.4461,0.011,0.43,0.8925,0.7923,0.2991,0.6698,0.5268,0,0.781
2423.4613,17,0.0844,0.7885,3,8,1,0,0,0.7375,0.0297,0.7365,0.7966,0.9264,0.2085,0.5957,0.3539,1,0.6533
1250.8954,5,0.2139,0.0937,3,7,2,0,0,0.2403,-0.0163,0.6265,0.8542,0.7205,0.7014,0.2252,0.582,1,0.6833
891.0196,11,0.3566,0.4029,2,25,2,2,0,0.3938,-0.0106,0.9357,0.5491,0.9123,0.5482,0.6885,0.9036,0,0.2715
2016.7993,1,0.2993,2.3532,5,58,1,0,1,0.3947,-0.0197,0.5443,0.5148,0.8957,0.2015,0.3917,0.1534,0,0.9693
2995.109,31,0.2834,9.2436,2,12,0,2,1,0.4489,0.0188,0.9503,0.819,0.4666,0.2355,0.3219,0.2257,0,0.9863
1185.037,4,0.5248,0.7904,1,9,3,0,1,0.2605,0.0002,0.3293,0.3755,0.8352,0.3733,0.5743,0.793,0,0.5351
854.4791,16,0.4923,3.2389,3,32,2,0,0,0.5636,0.031,0.3072,0.7813,0.8261,0.1933,0.5992,0.1886,1,0.6317
1726.8904,5,0.2075,4.0363,5,35,1,2,0,0.4502,-0.0309,0.43,0.4245,0.6837,0.3457,0.429,0.798,1,0.6075
1730.7019,19,0.1541,0.0988,3,14,0,2,0,0.1297,-0.0027,0.7842,0.5312,0.9478,0.3227,0.5785,0.7554,0,0.6428
2378.3442,30,0.3421,4.9592,3,18,2,1,0,0.5405,0.0755,0.304,0.6129,0.8725,0.4741,0.5082,0.0587,0,0.8745
2906.7686,10,0.2538,1.2555,3,21,3,2,1,0.5753,0.1018,0.6893,0.6176,0.789,0.6671,0.6032,0.524,0,0.9046
1755.1198,41,0.0645,6.662,0,54,3,2,1,0.5677,-0.0118,0.538,0.5456,0.7431,0.7054,0.5061,0.5073,0,0.9104
4572.2086,28,0.3488,1.5468,3,9,2,2,1,0.5792,0.0658,0.584,0.6357,0.6046,0.5356,0.2589,0.3778,1,0.9667
2022.5561,24,0.2469,0.5361,2,11,2,2,1,0.4369,0.0634,0.4094,0.5345,0.6794,0.4627,0.2177,0.7407,0,0.7963
1520.4882,40,0.1773,7.3514,5,17,2,0,0,0.1562,0.041,0.3448,0.5899,0.9338,0.5247,0.4767,0.3217,0,1.0
807.7207,19,0.6667,0.5576,2,1,0,1,1,0.2096,-0.0888,0.4998,0.573,0.768,0.7601,0.2392,0.4383,1,0.3067
1585.524,12,0.5011,4.2823,2,26,2,2,0,0.3785,-0.071,0.5761,0.9207,0.6713,0.3855,0.2706,0.645,0,0.604
1528.1399,22,0.4658,0.3802,3,26,4,1,1,0.1807,-0.0253,0.6182,0.6989,0.8906,0.6071,0.5541,0.566,0,0.8551
2922.3764,5,0.3461,2.2464,3,10,3,1,0,0.4612,-0.025,0.8047,0.9173,0.8724,0.606,0.7214,0.6254,1,0.5464
2278.4298,32,0.1909,1.0596,2,21,1,2,1,0.0799,-0.0457,0.5849,0.8609,0.6107,0.4328,0.6225,0.3722,0,1.0
1002.5634,32,0.1946,7.1524,2,26,1,0,1,0.0639,0.0278,0.4131,0.7173,0.6664,0.7567,0.5624,0.38,0,0.9979
1970.6667,13,0.1517,0.4086,1,19,3,1,0,0.6028,0.0306,0.2993,0.9383,0.7374,0.2062,0.6903,0.8724,1,0.4564
2529.4713,10,0.106,1.0512,4,7,2,1,0,0.3305,0.0896,0.3809,0.7214,0.8905,0.241,0.6147,0.7796,1,0.6689
3881.6503,19,0.616,2.0421,2,38,5,0,1,0.3647,-0.0303,0.4335,0.8499,0.8052,0.5712,0.5091,0.2078,0,0.928
2817.9135,4,0.6099,7.5992,3,13,5,0,1,0.5707,-0.0325,0.259,0.6721,0.9702,0.5582,0.7081,0.2903,1,0.6349
